version,messageRealm,serviceAction,messageParams.subscriber,messageParams.calledMessageQueue,messageParams.type,messageParams.messageID,messageParams.correlationID,messageParams.transactionID,messageParams.originatingMS,messageParams.terminatingMS,serviceData.httpParams.statusCode,message_id_length,correlation_id_length,transaction_id_length,anomaly
1,external,chat,Qnz6UYeVWidlVh1o,chatbroker-chatbroker-fcc9f4548-fjfhx,response,6cf0b8a7-f155-4fa9-a018-85acb564bfa2,2135d78b0ca11a3eb976e8731db7e01a,a8db6b30-7cd7-4e22-adae-49b5ba2be38a,chatbroker,restamqpgw,201.0,36,32,36,no
1,external,chat,Qnz6UYeVWidlVh1o,restamqpgw-restamqpgw-5d45c8c667-hsbv4,request,176c55b4-581e-4a76-8c00-5994245135df,5312a308439040260ecbdee078f86837,7a2d5bf1-f51c-49cc-8287-389318f7b576,restamqpgw,chatbroker,0.0,36,32,36,no
1,external,chat,Qnz6UYeVWidlVh1o,chatbroker-chatbroker-fcc9f4548-fjfhx,response,2ff6533a-0b22-49f2-b2e8-9167509829b9,5312a308439040260ecbdee078f86837,7a2d5bf1-f51c-49cc-8287-389318f7b576,chatbroker,restamqpgw,429.0,36,32,36,yes
1,external,chat,BONECB1i6xD7piqH,restamqpgw-restamqpgw-5d45c8c667-dq2b9,request,ecb484e2-f9d9-44e9-b451-d87666287549,d7b2e5e1beaaecf3d97bb7f9af7480c8,3571b1fa-17fb-4a19-b9e0-48a99add3719,restamqpgw,chatbroker,0.0,36,32,36,no
1,external,chat,BONECB1i6xD7piqH,chatbroker-chatbroker-fcc9f4548-9h9n5,response,b69fcb9c-05a8-4632-bbc8-99d54bbd08b7,d7b2e5e1beaaecf3d97bb7f9af7480c8,3571b1fa-17fb-4a19-b9e0-48a99add3719,chatbroker,restamqpgw,200.0,36,32,36,no
1,external,chat,BONECB1i6xD7piqH,restamqpgw-restamqpgw-5d45c8c667-dq2b9,request,5468780c-e5c6-40e3-953c-908dc14f1c15,332833f9e377e1d891760c5db925f74a,185fcc76-b235-4bb8-a1dd-8e6ead7ac68c,restamqpgw,chatbroker,0.0,36,32,36,no
1,external,chat,BONECB1i6xD7piqH,chatbroker-chatbroker-fcc9f4548-9h9n5,response,e265708d-10f6-43ba-9966-fd69d3c1bd88,332833f9e377e1d891760c5db925f74a,185fcc76-b235-4bb8-a1dd-8e6ead7ac68c,chatbroker,restamqpgw,429.0,36,32,36,yes
1,external,chat,BONECB1i6xD7piqH,restamqpgw-restamqpgw-5d45c8c667-hsbv4,request,0f29ff8e-f9ac-4db7-9886-aaf275889a29,00adef9cb25033ffd0cccafb83246fc3,77526bd1-07c2-44b7-958c-9da8870fb5cd,restamqpgw,chatbroker,0.0,36,32,36,no
1,external,chat,BONECB1i6xD7piqH,chatbroker-chatbroker-fcc9f4548-9h9n5,response,753a052c-24db-4b90-81e3-b3e8005f987a,00adef9cb25033ffd0cccafb83246fc3,77526bd1-07c2-44b7-958c-9da8870fb5cd,chatbroker,restamqpgw,200.0,36,32,36,no
1,external,chat,BONECB1i6xD7piqH,restamqpgw-restamqpgw-5d45c8c667-dq2b9,request,08066839-742a-4e34-8088-7db343848c73,c53729371abb9533a289db476588d25f,ca934a0e-fd41-40a2-85f9-ac6208c13a2a,restamqpgw,chatbroker,0.0,36,24,36,yes
1,external,chat,BONECB1i6xD7piqH,chatbroker-chatbroker-fcc9f4548-9h9n5,response,d1e0dfaa-9968-4a4c-a4fb-146ebfbcfc4d,c53729371abb9533a289db476588d25f,ca934a0e-fd41-40a2-85f9-ac6208c13a2a,chatbroker,restamqpgw,500.0,36,32,36,yes
1,external,chat,BONECB1i6xD7piqH,restamqpgw-restamqpgw-5d45c8c667-hsbv4,request,986db910-3f48-4f19-ae04-2afcd2c29156,c0c7f95ed4844aedebe00b1f1c7c4610,1ade774e-a032-47b8-9a22-f7c2a3c55698,restamqpgw,chatbroker,0.0,36,32,36,no
1,external,chat,BONECB1i6xD7piqH,chatbroker-chatbroker-fcc9f4548-9h9n5,response,ec5bbcd0-96dd-421b-8e5d-a64285638adc,c0c7f95ed4844aedebe00b1f1c7c4610,1ade774e-a032-47b8-9a22-f7c2a3c55698,chatbroker,restamqpgw,200.0,36,32,36,no
1,external,chat,BONECB1i6xD7piqH,restamqpgw-restamqpgw-5d45c8c667-dq2b9,request,84ff57ff-f685-468a-afd4-0f3ed47b8c9d,a0c6c3725093b73579fae5d2a6de98b0,1b4b0712-4cc5-43b3-848b-2f0748c33bb2,restamqpgw,chatbroker,0.0,36,24,36,yes
1,external,chat,BONECB1i6xD7piqH,chatbroker-chatbroker-fcc9f4548-9h9n5,response,9d1a44de-5281-471f-b847-13cc326a8dc6,a0c6c3725093b73579fae5d2a6de98b0,1b4b0712-4cc5-43b3-848b-2f0748c33bb2,chatbroker,restamqpgw,200.0,36,32,36,no
1,external,chat,BONECB1i6xD7piqH,restamqpgw-restamqpgw-5d45c8c667-dq2b9,request,0f3447b4-3d35-4c91-9b3e-a66e31610b67,dd4345699ea1fd9d2c03346bc47efaf5,fe484d26-a081-418e-a392-d55c951793cc,restamqpgw,chatbroker,0.0,36,32,36,no
1,external,chat,BONECB1i6xD7piqH,chatbroker-chatbroker-fcc9f4548-9h9n5,response,f8172c98-8d95-41de-91bf-549623eb8128,dd4345699ea1fd9d2c03346bc47efaf5,fe484d26-a081-418e-a392-d55c951793cc,chatbroker,restamqpgw,200.0,36,32,36,no
1,external,chat,BONECB1i6xD7piqH,restamqpgw-restamqpgw-5d45c8c667-hsbv4,request,f5689da0-3933-43f0-a99b-f02c7bde6d5d,82f4de7cb0d6b53d480d9b56d6c57bfe,a5e6913c-6d69-4088-b8ec-76332747461e,restamqpgw,chatbroker,0.0,36,24,36,yes
1,external,chat,BONECB1i6xD7piqH,chatbroker-chatbroker-fcc9f4548-9h9n5,response,a02b12bf-cef1-41a6-a1c4-b7fad2a3610a,82f4de7cb0d6b53d480d9b56d6c57bfe,a5e6913c-6d69-4088-b8ec-76332747461e,chatbroker,restamqpgw,200.0,36,32,36,no
1,external,chat,Qnz6UYeVWidlVh1o,restamqpgw-restamqpgw-5d45c8c667-dq2b9,request,d90575ca-95ee-492f-9e15-eafd82ae4c4c,57a347e50602d3738f7c712743ba5791,f6fee085-dd45-4a6a-847f-6fb3f1ae77c3,restamqpgw,chatbroker,0.0,36,32,36,no
1,external,chat,Qnz6UYeVWidlVh1o,chatbroker-chatbroker-fcc9f4548-fjfhx,response,6640f387-0726-4c69-81f5-92c5b7cb3659,57a347e50602d3738f7c712743ba5791,f6fee085-dd45-4a6a-847f-6fb3f1ae77c3,chatbroker,restamqpgw,204.0,36,32,36,no
1,external,webrtcsignaling,eIBYDGIZBTMlIB4d,restamqpgw-restamqpgw-5d45c8c667-hsbv4,request,daf4ed23-23aa-43fc-85a8-7c75cf38f71c,af1034d9e7ecc951a409a387abb4ed80,b0705c11-0cfe-4fa9-a4c4-75295052640d,restamqpgw,callbroker,0.0,36,32,36,no
1,internal,webrtcsignaling,eIBYDGIZBTMlIB4d,callbroker-callbroker-74686c56b-g7lb5,response,3f1ece14-5be0-41b8-bad2-623f1cb60b4d,af1034d9e7ecc951a409a387abb4ed80,b0705c11-0cfe-4fa9-a4c4-75295052640d,callbroker,restamqpgw,200.0,36,32,36,no
1,external,chat,BONECB1i6xD7piqH,restamqpgw-restamqpgw-5d45c8c667-hsbv4,request,ab99b567-8e4c-49b3-b565-5f94c472b62b,5bddcd21d7ba0ebe9afd96f01744c7d8,a47f4680-fa2a-41a2-8563-66eeec2d1d56,restamqpgw,chatbroker,0.0,36,32,36,no
1,external,chat,BONECB1i6xD7piqH,chatbroker-chatbroker-fcc9f4548-9h9n5,response,b570e89c-f427-4676-9679-3ea39ec44948,5bddcd21d7ba0ebe9afd96f01744c7d8,a47f4680-fa2a-41a2-8563-66eeec2d1d56,chatbroker,restamqpgw,200.0,36,32,36,no
1,external,chat,BONECB1i6xD7piqH,restamqpgw-restamqpgw-5d45c8c667-hsbv4,request,f61f0b9d-8f68-44a5-adba-30e9aec660a0,49bae5ee0a63ee6ce4c5c6a3e46303e2,d4278a6f-0b2a-418e-a1c8-7a0e9142995d,restamqpgw,chatbroker,0.0,36,32,36,no
1,external,chat,BONECB1i6xD7piqH,chatbroker-chatbroker-fcc9f4548-9h9n5,response,dbc19eda-74cf-4ea5-bdc4-fc769fedf1bf,49bae5ee0a63ee6ce4c5c6a3e46303e2,d4278a6f-0b2a-418e-a1c8-7a0e9142995d,chatbroker,restamqpgw,204.0,36,32,36,no
1,external,chat,BONECB1i6xD7piqH,restamqpgw-restamqpgw-5d45c8c667-dq2b9,request,3c32d20e-44bc-4d7d-a815-94a1600565c8,3c8a2f814a244a550384e8d8091fe53f,43fbe08f-a401-4ac1-ae74-a3ff11c8826c,restamqpgw,chatbroker,0.0,36,32,36,no
1,external,chat,BONECB1i6xD7piqH,chatbroker-chatbroker-fcc9f4548-9h9n5,response,fe56a322-f29c-4b9a-a0bb-c4aaf62286b1,3c8a2f814a244a550384e8d8091fe53f,43fbe08f-a401-4ac1-ae74-a3ff11c8826c,chatbroker,restamqpgw,201.0,36,32,36,no
1,external,chat,Qnz6UYeVWidlVh1o,restamqpgw-restamqpgw-5d45c8c667-dq2b9,request,abb0105f-8d44-4a55-9cfb-f35ff817c5ca,a70ea598bef64671481b0bdd8bab5a25,31e0189d-d85c-4873-b76a-6fea2bfa3ee1,restamqpgw,chatbroker,0.0,36,32,36,no
1,external,chat,Qnz6UYeVWidlVh1o,chatbroker-chatbroker-fcc9f4548-fjfhx,response,9a59961e-408a-4e56-8c6b-881a26ae1365,a70ea598bef64671481b0bdd8bab5a25,31e0189d-d85c-4873-b76a-6fea2bfa3ee1,chatbroker,restamqpgw,201.0,36,32,36,no
1,external,chat,Qnz6UYeVWidlVh1o,restamqpgw-restamqpgw-5d45c8c667-dq2b9,request,29b16850-1070-42c1-b4f6-e7c37a9541f3,656ed1b713cda52538409944a08fec4e,6f3f2a31-f15f-43ee-9c97-a7afc438a8c7,restamqpgw,chatbroker,0.0,16,32,36,yes
1,external,chat,Qnz6UYeVWidlVh1o,chatbroker-chatbroker-fcc9f4548-fjfhx,response,cc744021-2466-4e7b-aa86-c453f4891efc,656ed1b713cda52538409944a08fec4e,6f3f2a31-f15f-43ee-9c97-a7afc438a8c7,chatbroker,restamqpgw,502.0,36,32,36,yes
1,external,chat,Qnz6UYeVWidlVh1o,restamqpgw-restamqpgw-5d45c8c667-hsbv4,request,fcb5abd4-7bc9-4854-ba46-b56b9f76345f,a54c2039368933151a29caf26cec7280,8418d05e-1194-465c-a46d-43dab769b590,restamqpgw,chatbroker,0.0,36,32,36,no
1,external,chat,Qnz6UYeVWidlVh1o,chatbroker-chatbroker-fcc9f4548-fjfhx,response,73165083-bf78-432c-976a-e81779aec2b3,a54c2039368933151a29caf26cec7280,8418d05e-1194-465c-a46d-43dab769b590,chatbroker,restamqpgw,503.0,36,32,36,yes
1,external,notificationchannel,nZCVt05Wgr3CY5UA,restamqpgw-restamqpgw-5d45c8c667-hsbv4,request,ab68dc40-9648-431e-ab6d-05b7877df1f1,57924d0da010ade1a22a85418aa989f6,d9b54d44-cdcc-4352-b51f-876853d7fd66,restamqpgw,notificationbroker,0.0,36,32,36,no
1,external,notificationchannel,nZCVt05Wgr3CY5UA,notificationbroker-notificationbroker-b6775b9dc-6jsj9,response,474aac9a-c237-4ce3-a602-ded2d401ee72,57924d0da010ade1a22a85418aa989f6,d9b54d44-cdcc-4352-b51f-876853d7fd66,notificationbroker,restamqpgw,429.0,36,32,36,yes
1,external,chat,nZCVt05Wgr3CY5UA,restamqpgw-restamqpgw-5d45c8c667-hsbv4,request,0578d236-c507-41b8-a416-566aeca75c7c,d54ebcea42bf4b2026917ab227ee909a,99079d09-ea1a-4cb2-b3c5-16b47fc958e9,restamqpgw,chatbroker,0.0,36,32,36,no
1,external,chat,nZCVt05Wgr3CY5UA,chatbroker-chatbroker-fcc9f4548-9h9n5,response,73429fca-99f6-4ce3-bc9f-74d6b03de506,d54ebcea42bf4b2026917ab227ee909a,99079d09-ea1a-4cb2-b3c5-16b47fc958e9,chatbroker,restamqpgw,200.0,36,32,36,no
1,external,smsmessaging,nZCVt05Wgr3CY5UA,restamqpgw-restamqpgw-5d45c8c667-hsbv4,request,58b75606-342d-4175-8c4f-7b86c5d14011,0f26c2c964bce5380bb540ec578657ef,dc0137eb-619f-460b-9b37-68ca9098bd54,restamqpgw,smsbroker,0.0,36,32,30,yes
1,external,smsmessaging,nZCVt05Wgr3CY5UA,smsbroker-smsbroker-b7fcf7f49-r5svd,response,8ad5bc08-7c4f-4460-930c-29e496ce6066,0f26c2c964bce5380bb540ec578657ef,dc0137eb-619f-460b-9b37-68ca9098bd54,smsbroker,restamqpgw,200.0,36,32,36,no
1,external,notificationchannel,ocxuaESEv0bNKKGu,restamqpgw-restamqpgw-5d45c8c667-hsbv4,request,6552c791-77bf-415b-a556-7b3c01d6bc31,a96321a86c51ae943388ff5f5f3ad48e,51b8e80d-e542-4670-af24-5b61768f6ff0,restamqpgw,notificationbroker,0.0,36,32,36,no
1,external,notificationchannel,ocxuaESEv0bNKKGu,notificationbroker-notificationbroker-b6775b9dc-6jsj9,response,ea7a53d1-273d-4308-9be8-bba730fe9eb0,a96321a86c51ae943388ff5f5f3ad48e,51b8e80d-e542-4670-af24-5b61768f6ff0,notificationbroker,restamqpgw,201.0,36,32,36,no
1,external,webrtcsignaling,nZCVt05Wgr3CY5UA,restamqpgw-restamqpgw-5d45c8c667-hsbv4,request,3f47b37d-2a8a-4c57-a961-e6489f4e4e19,2629c133bc91899a2ab20dc63df39cbc,adc9a589-6b7e-4107-b5a8-6ca25b0f2ca3,restamqpgw,callbroker,0.0,36,32,36,no
1,external,webrtcsignaling,nZCVt05Wgr3CY5UA,callbroker-callbroker-74686c56b-kz9c9,response,f037b276-2ecc-496f-bbca-e6c93087a5af,2629c133bc91899a2ab20dc63df39cbc,adc9a589-6b7e-4107-b5a8-6ca25b0f2ca3,callbroker,restamqpgw,200.0,36,32,36,no
1,external,chat,ocxuaESEv0bNKKGu,restamqpgw-restamqpgw-5d45c8c667-hsbv4,request,441cecd8-1c1a-4233-85b9-fe08edfab546,570998d935ad90e2f4d4172ff5661531,71eaf5b1-b490-4d0c-a495-a29e909e1e97,restamqpgw,chatbroker,0.0,36,32,36,no
1,external,chat,ocxuaESEv0bNKKGu,chatbroker-chatbroker-fcc9f4548-9h9n5,response,f6d69eb3-627c-424e-9699-331142777fff,570998d935ad90e2f4d4172ff5661531,71eaf5b1-b490-4d0c-a495-a29e909e1e97,chatbroker,restamqpgw,502.0,36,32,36,yes
1,external,smsmessaging,ocxuaESEv0bNKKGu,restamqpgw-restamqpgw-5d45c8c667-hsbv4,request,0314fb48-221e-4158-94a9-df9c17256b3b,42daf39cd90c8ecc6c8ace8c6b1a2258,653e47da-ab2c-49d1-8c5b-0f24a69e1c31,restamqpgw,smsbroker,0.0,36,32,36,no
1,external,smsmessaging,ocxuaESEv0bNKKGu,smsbroker-smsbroker-b7fcf7f49-r5svd,response,d8b66cff-dccf-48ec-ab87-97b90d6bb0d7,42daf39cd90c8ecc6c8ace8c6b1a2258,653e47da-ab2c-49d1-8c5b-0f24a69e1c31,smsbroker,restamqpgw,201.0,36,32,36,no
1,external,webrtcsignaling,ocxuaESEv0bNKKGu,restamqpgw-restamqpgw-5d45c8c667-dq2b9,request,b9baa71b-d8a6-4b8b-9448-92fb45ab4745,e1168f3bd290cb7521d14c581e2bd345,a0cb0c23-dfba-4924-8232-19f81b244f1d,restamqpgw,callbroker,0.0,36,32,30,yes
1,external,webrtcsignaling,ocxuaESEv0bNKKGu,callbroker-callbroker-74686c56b-kz9c9,response,f429ec80-de24-4512-8b74-707d03e3a90b,e1168f3bd290cb7521d14c581e2bd345,a0cb0c23-dfba-4924-8232-19f81b244f1d,callbroker,restamqpgw,201.0,36,32,36,no
1,external,notificationchannel,ocxuaESEv0bNKKGu,restamqpgw-restamqpgw-5d45c8c667-hsbv4,request,ddb331f1-afe1-4e22-acda-f0143c3ed3c2,6178c9981b587323e389030cf6faaf13,0548bc99-c455-4490-9e42-524c4dfd791c,restamqpgw,notificationbroker,0.0,36,32,36,no
1,internal,removeChannel,ocxuaESEv0bNKKGu,notificationbroker-notificationbroker-b6775b9dc-6jsj9,response,bd33bcf7-cdc0-44d4-8688-8e5772cc237e,6178c9981b587323e389030cf6faaf13,0548bc99-c455-4490-9e42-524c4dfd791c,notificationbroker,restamqpgw,500.0,36,32,36,yes
1,external,webrtcsignaling,eIBYDGIZBTMlIB4d,restamqpgw-restamqpgw-5d45c8c667-dq2b9,request,6c60f6b5-052f-4405-82c3-acb85324c42c,02e19c154ce32318ee7f1ff93cb53b30,8da4e520-d2a5-4162-abf4-92c4e5b7c764,restamqpgw,callbroker,0.0,36,32,36,no
1,internal,webrtcsignaling,eIBYDGIZBTMlIB4d,callbroker-callbroker-74686c56b-g7lb5,response,b0c1850a-14bc-4c8b-9a81-7e16d2812d5a,02e19c154ce32318ee7f1ff93cb53b30,8da4e520-d2a5-4162-abf4-92c4e5b7c764,callbroker,restamqpgw,200.0,36,32,36,no
1,external,notificationchannel,nZCVt05Wgr3CY5UA,restamqpgw-restamqpgw-5d45c8c667-hsbv4,request,c2379647-b247-44ee-8aa1-5c6f3976a6e5,911f76ace26cba72eecf3e9167e1c210,29bc1f73-859a-4ef8-a258-d841917abd89,restamqpgw,notificationbroker,0.0,36,32,36,no
1,external,notificationchannel,nZCVt05Wgr3CY5UA,notificationbroker-notificationbroker-b6775b9dc-6jsj9,response,f0e2dd5f-1148-4b91-a6f0-cb54fcd23674,911f76ace26cba72eecf3e9167e1c210,29bc1f73-859a-4ef8-a258-d841917abd89,notificationbroker,restamqpgw,200.0,36,32,36,no
1,external,chat,nZCVt05Wgr3CY5UA,restamqpgw-restamqpgw-5d45c8c667-dq2b9,request,72bde04e-6e9a-4908-bfb0-13f47b81a672,67b59186fb7149308aea5b4cfd3b01d5,a78e9690-f908-4669-972f-6d8ad53433cf,restamqpgw,chatbroker,0.0,36,32,36,no
1,external,chat,nZCVt05Wgr3CY5UA,chatbroker-chatbroker-fcc9f4548-9h9n5,response,577ef61e-bc02-4959-9ead-1a617394534b,67b59186fb7149308aea5b4cfd3b01d5,a78e9690-f908-4669-972f-6d8ad53433cf,chatbroker,restamqpgw,200.0,36,32,36,no
1,external,smsmessaging,nZCVt05Wgr3CY5UA,restamqpgw-restamqpgw-5d45c8c667-hsbv4,request,0423be5f-a9f7-415a-b1eb-79501e297e41,1f69e88afee47e3d48cf3c6b55df8a14,6cfd17c7-827d-4a0f-8934-2d9833752795,restamqpgw,smsbroker,0.0,36,32,36,no
1,external,smsmessaging,nZCVt05Wgr3CY5UA,smsbroker-smsbroker-b7fcf7f49-r5svd,response,f9de07ff-5eff-41f8-85b1-38a2739f01b0,1f69e88afee47e3d48cf3c6b55df8a14,6cfd17c7-827d-4a0f-8934-2d9833752795,smsbroker,restamqpgw,200.0,36,32,36,no
1,external,webrtcsignaling,nZCVt05Wgr3CY5UA,restamqpgw-restamqpgw-5d45c8c667-hsbv4,request,ba5c7a80-95fd-47dd-9432-bf1a805ebf9e,6739d552f8f30ab00474eb460e37e4ad,04942bd0-219d-43e8-84ec-e71610c75bd0,restamqpgw,callbroker,0.0,36,32,36,no
1,external,webrtcsignaling,nZCVt05Wgr3CY5UA,callbroker-callbroker-74686c56b-kz9c9,response,21adcaf7-03f3-4af2-ab00-86272cb59124,6739d552f8f30ab00474eb460e37e4ad,04942bd0-219d-43e8-84ec-e71610c75bd0,callbroker,restamqpgw,200.0,36,32,36,no
1,external,notificationchannel,ocxuaESEv0bNKKGu,restamqpgw-restamqpgw-5d45c8c667-dq2b9,request,2868e8fb-b24e-4550-9695-3b42084bd798,436e6ecdb12949808a5fab844e4b371c,9b6963b2-dafa-4163-9c8f-a2120e3811d6,restamqpgw,notificationbroker,0.0,36,32,36,no
1,external,notificationchannel,ocxuaESEv0bNKKGu,notificationbroker-notificationbroker-b6775b9dc-6jsj9,response,68cbf6d9-4ba0-495a-8419-488f6825e8c1,436e6ecdb12949808a5fab844e4b371c,9b6963b2-dafa-4163-9c8f-a2120e3811d6,notificationbroker,restamqpgw,201.0,36,32,36,no
1,external,chat,ocxuaESEv0bNKKGu,restamqpgw-restamqpgw-5d45c8c667-hsbv4,request,90a1c126-e009-4e11-900e-5d2fcfe1febe,0b93f27e1ee1d90d1ea9ddfa4ebe0d5b,f7ae29a0-2bbe-43fb-9bb3-6dd5699a8ed7,restamqpgw,chatbroker,0.0,16,32,36,yes
1,external,chat,ocxuaESEv0bNKKGu,chatbroker-chatbroker-fcc9f4548-9h9n5,response,8b78b9bc-738e-4cc1-921c-3ef987986433,0b93f27e1ee1d90d1ea9ddfa4ebe0d5b,f7ae29a0-2bbe-43fb-9bb3-6dd5699a8ed7,chatbroker,restamqpgw,201.0,36,32,36,no
1,external,smsmessaging,ocxuaESEv0bNKKGu,restamqpgw-restamqpgw-5d45c8c667-dq2b9,request,a3e9156c-5e93-4c64-a8d4-158291016aef,7ed562a5f1f18448b4cda12c7bd20a11,1801ec76-179c-4011-b2cd-a51cc1458bce,restamqpgw,smsbroker,0.0,36,32,36,no
1,external,smsmessaging,ocxuaESEv0bNKKGu,smsbroker-smsbroker-b7fcf7f49-r5svd,response,bd5ac2f0-55e6-4ad5-8da3-5385650449f9,7ed562a5f1f18448b4cda12c7bd20a11,1801ec76-179c-4011-b2cd-a51cc1458bce,smsbroker,restamqpgw,201.0,36,32,36,no
1,external,webrtcsignaling,ocxuaESEv0bNKKGu,restamqpgw-restamqpgw-5d45c8c667-hsbv4,request,e0e7ade5-80bb-4721-92ba-5d91bfa77fa4,86af1c48be9e200a082d19410c1ed745,4506d416-5ba8-4493-a0d8-cbd9b91e1f63,restamqpgw,callbroker,0.0,36,32,36,no
1,external,notificationchannel,BONECB1i6xD7piqH,restamqpgw-restamqpgw-5d45c8c667-dq2b9,request,a5578bd9-14e1-4404-a98c-55f8415fd95a,484f2b1e806200d87bc812b853681c3b,40a71684-0623-430c-be54-a2a5b67a28d8,restamqpgw,notificationbroker,0.0,36,32,36,no
1,external,notificationchannel,BONECB1i6xD7piqH,notificationbroker-notificationbroker-b6775b9dc-6jsj9,response,bd892fb5-e78a-4b12-9e3d-9570b1ac079b,484f2b1e806200d87bc812b853681c3b,40a71684-0623-430c-be54-a2a5b67a28d8,notificationbroker,restamqpgw,503.0,36,32,36,yes
1,external,notificationchannel,BONECB1i6xD7piqH,restamqpgw-restamqpgw-5d45c8c667-hsbv4,request,c170deaa-2f99-4b28-9240-af546df122ad,f5f2a8b9f8e656425df7dcb704e79a0b,3d3e8142-61ce-4fb1-8cb3-055d872ffc5e,restamqpgw,notificationbroker,0.0,36,32,36,no
1,internal,removeChannel,BONECB1i6xD7piqH,notificationbroker-notificationbroker-b6775b9dc-6jsj9,response,b48bd5d7-5a11-443d-8d5a-e203e594880b,f5f2a8b9f8e656425df7dcb704e79a0b,3d3e8142-61ce-4fb1-8cb3-055d872ffc5e,notificationbroker,restamqpgw,408.0,36,32,36,yes
1,external,notificationchannel,BONECB1i6xD7piqH,restamqpgw-restamqpgw-5d45c8c667-dq2b9,request,58c03ab7-a159-498c-add3-e0cbe27c9b80,1bf47f634fc9737afcb08707aebb515c,9f046b8f-ce61-4212-8e59-1875de48b1b7,restamqpgw,notificationbroker,0.0,36,32,36,no
1,internal,removeChannel,BONECB1i6xD7piqH,notificationbroker-notificationbroker-b6775b9dc-6jsj9,response,aee9b33d-d702-45fe-a0a6-6735a73a9b7c,1bf47f634fc9737afcb08707aebb515c,9f046b8f-ce61-4212-8e59-1875de48b1b7,notificationbroker,restamqpgw,500.0,36,32,36,yes
1,external,chat,BONECB1i6xD7piqH,restamqpgw-restamqpgw-5d45c8c667-hsbv4,request,026e0667-a70c-401e-b6ef-8929eebf6cc3,21d53d75dc10e6ec34840bc896e89c77,1a95b32b-6000-4d8e-a7dc-6fc97453fe6f,restamqpgw,chatbroker,0.0,36,32,36,no
1,external,webrtcsignaling,ocxuaESEv0bNKKGu,callbroker-callbroker-74686c56b-kz9c9,response,1464c2bb-a9f8-49ef-81ba-83a8471040b9,86af1c48be9e200a082d19410c1ed745,4506d416-5ba8-4493-a0d8-cbd9b91e1f63,callbroker,restamqpgw,201.0,36,32,36,no
1,external,chat,BONECB1i6xD7piqH,chatbroker-chatbroker-fcc9f4548-fjfhx,response,d9eea90a-aa3f-46ca-8d59-923900ded658,21d53d75dc10e6ec34840bc896e89c77,1a95b32b-6000-4d8e-a7dc-6fc97453fe6f,chatbroker,restamqpgw,200.0,36,32,36,no
1,external,notificationchannel,ocxuaESEv0bNKKGu,restamqpgw-restamqpgw-5d45c8c667-hsbv4,request,fb3a5efc-5166-41d1-9e3a-137bd5b8a94b,e01bda8a68bc2c5dc2e4f52b7a791add,6ad459e9-37bc-4f71-a345-6ffad53bbe61,restamqpgw,notificationbroker,0.0,36,32,36,no
1,internal,removeChannel,ocxuaESEv0bNKKGu,notificationbroker-notificationbroker-b6775b9dc-6jsj9,response,b7436ea2-6455-4a8c-a026-295d3e5b865f,e01bda8a68bc2c5dc2e4f52b7a791add,6ad459e9-37bc-4f71-a345-6ffad53bbe61,notificationbroker,restamqpgw,204.0,36,32,36,no
1,external,notificationchannel,BONECB1i6xD7piqH,restamqpgw-restamqpgw-5d45c8c667-dq2b9,request,cc0a5d15-1434-451a-99e7-eec8009cbc39,ed68557c7b2d366cb7293dfd02388567,a6b45b4e-9a49-4f2c-b8e1-c5bb9186d3c6,restamqpgw,notificationbroker,0.0,36,32,36,no
1,external,notificationchannel,BONECB1i6xD7piqH,notificationbroker-notificationbroker-b6775b9dc-6jsj9,response,83d0e2e9-2635-4b94-b4c6-f652bb2b4e59,ed68557c7b2d366cb7293dfd02388567,a6b45b4e-9a49-4f2c-b8e1-c5bb9186d3c6,notificationbroker,restamqpgw,503.0,36,32,36,yes
1,external,chat,BONECB1i6xD7piqH,restamqpgw-restamqpgw-5d45c8c667-dq2b9,request,c4129bfb-a9d1-401f-98a1-16618f271980,d364f63a311fb3bdab171bf6588f6270,84f38196-dbb7-4708-87c9-3560210f4e34,restamqpgw,chatbroker,0.0,36,32,36,no
1,external,chat,BONECB1i6xD7piqH,chatbroker-chatbroker-fcc9f4548-fjfhx,response,8191ef1b-b896-4587-b8b3-7a00c58f8a44,d364f63a311fb3bdab171bf6588f6270,84f38196-dbb7-4708-87c9-3560210f4e34,chatbroker,restamqpgw,200.0,36,32,36,no
1,external,notificationchannel,Qnz6UYeVWidlVh1o,restamqpgw-restamqpgw-5d45c8c667-dq2b9,request,b11b3db9-2533-4020-a2d2-0acee3312ab7,6aa729a12d0eb4b48d0677e92dd67da3,d6b55b7e-e220-4595-983c-4bf411f57f10,restamqpgw,notificationbroker,0.0,36,32,36,no
1,external,notificationchannel,Qnz6UYeVWidlVh1o,notificationbroker-notificationbroker-b6775b9dc-6jsj9,response,1a697c48-4032-4141-99ff-a0513c34671c,6aa729a12d0eb4b48d0677e92dd67da3,d6b55b7e-e220-4595-983c-4bf411f57f10,notificationbroker,restamqpgw,200.0,36,32,36,no
1,external,notificationchannel,Qnz6UYeVWidlVh1o,restamqpgw-restamqpgw-5d45c8c667-hsbv4,request,5c31e5f8-7474-40be-8f97-63d962dde9e5,f99debeb3565d3344a2b377638edbf8c,dc5b1069-6cea-4f12-9735-5cec89132146,restamqpgw,notificationbroker,0.0,36,32,30,yes
